step, snr, load, capacity, handovers, total_allocated_bw, allocation
43,-13.538137435913086,0.17278823256492615,0.08293835073709488,44.0,7972.232421875,1.0
44,-13.483073234558105,0.5348600745201111,0.25673285126686096,45.0,8051.99462890625,1.0
45,-13.93755054473877,0.6586408615112305,0.3161475956439972,46.0,8094.85107421875,1.0
46,-13.15612506866455,0.7137737274169922,0.3426114022731781,47.0,8212.4716796875,1.0
47,-12.954035758972168,0.3018531799316406,0.14488951861858368,48.0,8612.75,0.8849636316299438
48,-12.920112609863281,0.8826507329940796,0.4236723482608795,49.0,9083.1650390625,1.0
49,-13.069426536560059,0.244096040725708,0.11716609448194504,50.0,9212.6103515625,1.0
50,-13.733346939086914,0.9715799689292908,0.46635839343070984,51.0,9413.4912109375,1.0
51,-13.837100982666016,0.9970570206642151,0.4785873591899872,52.0,9494.58203125,1.0
52,-13.12549877166748,0.9629508852958679,0.46221643686294556,53.0,9554.671875,1.0
53,-12.8987455368042,0.7970594763755798,0.38258856534957886,54.0,10046.3076171875,1.0
54,-12.854632377624512,0.7917832732200623,0.3800559639930725,55.0,10385.6484375,1.0
55,-13.012445449829102,0.17600156366825104,0.08448074758052826,56.0,10501.3056640625,1.0
56,-13.325362205505371,0.7475520372390747,0.3588249683380127,57.0,10702.580078125,1.0
57,-13.487342834472656,0.47023722529411316,0.22571387887001038,58.0,11304.5859375,1.0
58,-13.097493171691895,0.7964150905609131,0.38227924704551697,59.0,11448.998046875,1.0
59,-12.85854434967041,0.1175689846277237,0.056433115154504776,60.0,11555.4599609375,0.8324916958808899
60,-12.795197486877441,0.5027420520782471,0.24131619930267334,61.0,11568.40234375,1.0
61,-12.917596817016602,0.00275824754498899,0.001323958858847618,62.0,11612.1767578125,0.11680576950311661
62,-13.202406883239746,2.8142108021711465e-07,1.3508211793578084e-07,63.0,11632.2890625,0.04942784830927849
63,-13.665908813476562,0.1318882405757904,0.06330635398626328,64.0,11749.6669921875,0.37227755784988403
64,-13.073548316955566,0.9574083685874939,0.4595560133457184,65.0,11844.275390625,1.0
65,-12.815884590148926,0.9968209862709045,0.47847408056259155,66.0,12170.9013671875,1.0
66,-12.7410306930542,0.22653105854988098,0.10873491317033768,67.0,12603.21484375,1.0
67,-12.847410202026367,0.38600197434425354,0.1852809488773346,68.0,12863.0185546875,1.0
68,-13.141744613647461,0.02061929553747177,0.00989726185798645,69.0,12978.6220703125,0.786401093006134
69,-13.474188804626465,0.7920160889625549,0.38016772270202637,70.0,13128.0048828125,1.0
70,-13.070147514343262,0.30933645367622375,0.14848150312900543,71.0,13610.1650390625,1.0
71,-12.791177749633789,0.8596384525299072,0.4126264750957489,72.0,13666.578125,1.0
72,-12.694361686706543,0.22618797421455383,0.10857023298740387,73.0,13831.404296875,1.0
73,-12.785393714904785,0.6215739846229553,0.2983555197715759,74.0,13954.9052734375,1.0
74,-13.068462371826172,0.0018439076375216246,0.000885075656697154,75.0,13996.03515625,0.992486298084259
75,-13.49716567993164,0.6916674971580505,0.33200037479400635,76.0,14027.9609375,1.0
76,-13.031538963317871,0.07916385680437088,0.03799865394830704,77.0,14081.193359375,0.10204798728227615
77,-12.750587463378906,0.8225198984146118,0.3948095738887787,78.0,14446.4345703125,1.0
78,-12.652606010437012,0.9999832510948181,0.47999197244644165,79.0,14585.4501953125,1.0
79,-12.736660957336426,0.1848018318414688,0.08870488405227661,80.0,14822.384765625,1.0
80,-13.016441345214844,0.1641581505537033,0.0787959098815918,81.0,14976.1552734375,0.7897831201553345
81,-13.403486251831055,0.3013337552547455,0.14464020729064941,82.0,15294.955078125,1.0
82,-13.062018394470215,0.79817795753479,0.3831253945827484,83.0,15699.484375,1.0
83,-12.747693061828613,0.6581970453262329,0.31593456864356995,84.0,15907.5537109375,1.0
84,-12.617695808410645,0.8523828983306885,0.4091437757015228,85.0,16001.93359375,1.0
85,-12.67789077758789,0.6132816672325134,0.2943751811981201,86.0,16136.3896484375,1.0
86,-12.921120643615723,0.7562951445579529,0.3630216717720032,87.0,16589.46484375,1.0
87,-13.528969764709473,0.9796847105026245,0.47024866938591003,88.0,17057.1484375,1.0
88,-13.08348274230957,0.0577525794506073,0.027721237391233444,89.0,17093.703125,0.2380123883485794
89,-12.750309944152832,0.9873499870300293,0.4739280045032501,90.0,17200.84765625,1.0
90,-12.594609260559082,0.7695218324661255,0.3693704903125763,91.0,17521.5,1.0
91,-12.629979133605957,0.45112866163253784,0.21654176712036133,92.0,17536.146484375,1.0
92,-12.847891807556152,0.983434796333313,0.47204869985580444,93.0,17824.02734375,1.0
93,-13.589134216308594,0.6780173778533936,0.32544833421707153,94.0,18246.564453125,1.0
94,-13.734559059143066,0.6669296026229858,0.3201262056827545,95.0,18488.921875,1.0
95,-12.7653226852417,0.7337161898612976,0.3521837890148163,96.0,18756.83984375,1.0
96,-12.57776165008545,0.013349968008697033,0.006407984998077154,97.0,18757.00390625,0.0002706142549868673
97,-12.585657119750977,0.02859616093337536,0.013726157136261463,98.0,18889.4375,0.9805955290794373
98,-12.78706169128418,0.01425956841558218,0.006844592746347189,99.0,18950.431640625,1.0
99,-13.149003982543945,0.5838080644607544,0.2802278697490692,100.0,19086.103515625,1.0
100,-13.17600154876709,0.9515060782432556,0.4567229151725769,101.0,19263.54296875,1.0
101,-12.791637420654297,0.9999924898147583,0.47999638319015503,102.0,19402.09375,1.0
102,-12.57172966003418,0.9972861409187317,0.4786973297595978,103.0,19781.9765625,1.0
103,-12.554588317871094,0.02681075967848301,0.01286916434764862,104.0,19912.853515625,0.40397435426712036
104,-12.739723205566406,0.7322487235069275,0.3514793813228607,105.0,20272.521484375,1.0
105,-13.093542098999023,0.9913764595985413,0.47586068511009216,106.0,20329.9921875,1.0
106,-13.58158016204834,0.9999054074287415,0.4799546003341675,107.0,20611.25390625,1.0
107,-12.777840614318848,0.037887293845415115,0.018185900524258614,108.0,20710.970703125,1.0
108,-12.563523292541504,0.04238180071115494,0.020343264564871788,109.0,20886.71484375,0.48695623874664307
109,-12.534673690795898,0.9464848637580872,0.4543127417564392,110.0,20989.193359375,1.0
110,-12.716082572937012,0.4977338910102844,0.23891226947307587,111.0,21004.546875,1.0
111,-13.074542999267578,0.9243677258491516,0.4436964988708496,112.0,21133.048828125,1.0
112,-13.189763069152832,0.383171945810318,0.18392252922058105,113.0,21493.685546875,1.0
113,-12.799463272094727,0.49521008133888245,0.23770084977149963,114.0,21819.873046875,1.0
114,-12.601293563842773,0.8544559478759766,0.410138875246048,115.0,22239.841796875,1.0
115,-12.513961791992188,0.8080805540084839,0.3878786861896515,116.0,22638.6328125,1.0
116,-12.664728164672852,0.9342387318611145,0.44843459129333496,117.0,22869.228515625,1.0
117,-12.990498542785645,0.09157880395650864,0.043957825750112534,118.0,23145.296875,1.0
118,-13.262600898742676,0.49136438965797424,0.23585490882396698,119.0,23171.552734375,1.0
119,-12.834346771240234,0.8722727298736572,0.41869089007377625,120.0,23637.0625,1.0
120,-12.574859619140625,0.00848130788654089,0.004071027506142855,121.0,23705.359375,0.19529059529304504
121,-12.493709564208984,0.7540785670280457,0.36195772886276245,122.0,23795.248046875,1.0
122,-12.600564002990723,0.25868290662765503,0.1241677924990654,123.0,24007.091796875,1.0
123,-12.878628730773926,0.7989120483398438,0.3834777772426605,124.0,24129.353515625,1.0
124,-13.320456504821777,0.22723688185214996,0.1090736985206604,125.0,24255.576171875,1.0
125,-12.92612075805664,0.26220592856407166,0.1258588433265686,126.0,24503.740234375,1.0
126,-12.625337600708008,0.894151508808136,0.4291927218437195,127.0,25096.826171875,1.0
127,-12.492730140686035,0.656328022480011,0.31503745913505554,128.0,25275.578125,1.0
128,-12.549596786499023,2.1513207684620284e-05,1.0326340088795405e-05,129.0,25296.947265625,0.07985902577638626
129,-12.795646667480469,0.8008794784545898,0.3844221532344818,130.0,25740.76171875,1.0
130,-13.511038780212402,0.009525928646326065,0.004572445526719093,131.0,25810.53125,0.18600009381771088
131,-13.044352531433105,0.16804681718349457,0.08066246658563614,132.0,25925.771484375,1.0
132,-12.6890287399292,0.19782041013240814,0.09495379775762558,133.0,26190.892578125,1.0
133,-12.515103340148926,0.4199565351009369,0.20157912373542786,134.0,26532.541015625,1.0
134,-12.527949333190918,0.05365462973713875,0.02575422078371048,135.0,26561.138671875,0.06615235656499863
135,-12.723448753356934,0.44239291548728943,0.2123485952615738,136.0,26630.017578125,1.0
136,-13.076473236083984,0.9917717576026917,0.476050466299057,137.0,26897.845703125,1.0
137,-13.586833000183105,0.6459472179412842,0.3100546598434448,138.0,27350.4921875,1.0
138,-12.767631530761719,0.07376056164503098,0.03540506958961487,139.0,27401.3828125,0.20286349952220917
139,-12.554484367370605,0.23367519676685333,0.11216409504413605,140.0,27817.5,1.0
140,-12.524225234985352,0.8176019787788391,0.39244893193244934,141.0,27912.98828125,1.0
141,-12.680831909179688,0.0005030864267610013,0.0002414814953226596,142.0,27940.701171875,0.07459521293640137
142,-13.002763748168945,0.4509768486022949,0.2164689004421234,143.0,28226.275390625,1.0
143,-13.275935173034668,0.9809053540229797,0.4708345830440521,144.0,28825.56640625,1.0
144,-12.86507511138916,0.02441210299730301,0.011717809364199638,145.0,28948.365234375,0.7545608282089233
145,-12.608305931091309,0.5643330812454224,0.270879864692688,146.0,29307.12890625,1.0
146,-12.535255432128906,0.006642492953687906,0.0031883965712040663,147.0,29307.939453125,0.0023409610148519278
147,-12.655527114868164,0.0024299740325659513,0.0011663874611258507,148.0,29313.96875,0.01593809947371483
148,-12.93677806854248,0.6863698363304138,0.32945752143859863,149.0,29437.453125,1.0
149,-13.413069725036621,0.10918321460485458,0.052407942712306976,150.0,29771.4921875,0.7220779061317444
150,-12.97176456451416,0.34425264596939087,0.1652412712574005,151.0,30295.38671875,1.0
151,-12.683834075927734,0.9228380918502808,0.44296228885650635,152.0,30435.390625,1.0
152,-12.59682559967041,0.2878667414188385,0.13817603886127472,153.0,30574.880859375,1.0
153,-12.608050346374512,0.9114210605621338,0.4374821186065674,154.0,30776.6484375,1.0
154,-12.829687118530273,0.9994470477104187,0.4797345697879791,155.0,31118.8046875,1.0
155,-13.651098251342773,0.949718713760376,0.4558649957180023,156.0,31428.556640625,1.0
156,-13.180706024169922,0.06717753410339355,0.0322452150285244,157.0,31660.96484375,0.9642692804336548
157,-12.829679489135742,0.4184393882751465,0.20085091888904572,158.0,31829.89453125,1.0
158,-12.639132499694824,0.9268163442611694,0.44487184286117554,159.0,32084.626953125,1.0
159,-12.636143684387207,0.4222787618637085,0.20269380509853363,160.0,32302.630859375,1.0
160,-12.828720092773438,0.6211843490600586,0.29816848039627075,161.0,32683.462890625,1.0
161,-13.203930854797363,0.9932512640953064,0.476760596036911,162.0,32747.234375,1.0
162,-13.253527641296387,0.14078915119171143,0.06757879257202148,163.0,32884.62109375,0.8829653859138489
163,-12.889358520507812,0.3844800293445587,0.1845504194498062,164.0,33137.234375,1.0
164,-12.696294784545898,0.7982493042945862,0.38315966725349426,165.0,33632.37890625,1.0
165,-12.690657615661621,0.6621953248977661,0.31785374879837036,166.0,33925.20703125,1.0
166,-12.779217720031738,0.6550813913345337,0.314439058303833,167.0,34043.34765625,1.0
167,-12.930190086364746,0.050246961414813995,0.024118540808558464,168.0,34112.1953125,0.29377758502960205
168,-13.521868705749512,0.06377355009317398,0.030611302703619003,169.0,34187.1953125,1.0
169,-13.110871315002441,0.14391012489795685,0.06907686591148376,170.0,34331.90625,0.33692970871925354
170,-12.837834358215332,0.2168995887041092,0.10411179810762405,171.0,34408.28515625,1.0
171,-12.746904373168945,0.34041228890419006,0.1633979082107544,172.0,34771.796875,1.0
172,-12.85024356842041,0.7489093542098999,0.3594764769077301,173.0,35252.8203125,1.0
173,-13.13599967956543,0.000212884129723534,0.00010218438546871766,174.0,35278.7109375,0.12368621677160263
174,-13.62345027923584,0.9999996423721313,0.479999840259552,175.0,35446.06640625,1.0
175,-13.372984886169434,0.049875713884830475,0.023940343409776688,176.0,35514.2578125,0.41261616349220276
176,-13.195563316345215,0.6234882473945618,0.29927438497543335,177.0,35573.87890625,1.0
177,-13.009897232055664,0.5294005870819092,0.2541123032569885,178.0,35829.5859375,1.0
178,-12.899106979370117,0.002439468866214156,0.0011709451209753752,179.0,35829.7734375,0.0006808491889387369
179,-12.851330757141113,0.9886748790740967,0.47456392645835876,180.0,36006.703125,1.0
180,-12.860600471496582,0.23294994235038757,0.11181597411632538,181.0,36307.65234375,1.0
181,-12.994620323181152,0.5378791689872742,0.25818198919296265,182.0,36349.0625,1.0
182,-13.152782440185547,0.3690708875656128,0.17715401947498322,183.0,36528.22265625,1.0
183,-14.287729263305664,0.1643487513065338,0.07888740301132202,184.0,36674.02734375,1.0
184,-13.588376998901367,0.005455461796373129,0.0026186215691268444,185.0,36674.69921875,0.004357249476015568
185,-13.412906646728516,0.5731959939002991,0.2751340866088867,186.0,36687.36328125,1.0
186,-13.401762962341309,0.5698410868644714,0.2735237181186676,186.0,36729.4921875,1.0
187,-13.228081703186035,0.9774616956710815,0.469181627035141,187.0,36892.4765625,1.0
188,-13.400362014770508,0.993894636631012,0.4770694375038147,188.0,37021.0546875,1.0
189,-13.330249786376953,0.11121697723865509,0.053384147584438324,189.0,37163.171875,0.6249076128005981
190,-13.025376319885254,0.5310441851615906,0.2549012005329132,190.0,37349.4375,1.0
191,-13.335142135620117,0.05832564830780029,0.027996310964226723,191.0,37383.9140625,0.4148699641227722
